x,y,f,m
1,1.6504257587975428760253377295613624,1.8584614116555019199285924523440849,16
1.015625,1.6991122762305242143866365184526112,1.8920760030641586868833862197381145,16
1.03125,1.7493688678587074094438202993531397,1.9266358187396310091160673348644138,16
1.046875,1.8012715043753753271333412639348193,1.9621606380732266267501939376686916,16
1.0625,1.854900278983607005709165814276571,1.9986704266126440913923285418429401,16
1.078125,1.9103396627653232015789321554993938,2.0361853163028176385963924956596414,16
1.09375,1.9676787772401191711957350271984623,2.074725584418977842854864195456027,16
1.109375,2.0270116853668729978499107349977622,2.1143116311813088003671789899573005,16
1.125,2.088437702338401695728226737046339,2.1549639560464242591065090195665126,16
1.140625,2.1520617276247275737780431763615366,2.1967031326772445083695538239077616,16
1.15625,2.2179945998345069669387340557205511,2.2395497825997292799802322251894649,16
1.171875,2.2863534760876183405616724657196543,2.2835245475623000753081504787711568,16
1.1875,2.3572622377256316383184953155785901,2.328648060621652710007975911482895,16
1.203125,2.4308519243317855912214038403183793,2.3749409159869952748710923851720402,17
1.21875,2.5072611981891670490568118514473737,2.4224236376635188179133932398538297,17
1.234375,2.5866368414760891292865084657175396,2.4711166469450809814796895535000167,17
1.25,2.6691342886823750425143377722442378,2.521040228815611808588631873141013,17
1.265625,2.754918196930652364474252097729899,2.5722144973285830419824259618820225,17
1.28125,2.8441630571042478575064113250503608,2.6246593600439562363270458727192847,17
1.296875,2.9370538489193758676894704902865842,2.6783944816122712750885580768548146,17
1.3125,3.0337867433357072924278062664079831,2.7334392466058775132303399501712519,17
1.328125,3.1345698559779218458903150886250022,2.7898127217076587471408057008284586,17
1.34375,3.2396240555434872198060955206376296,2.8475336173778668048813807986897377,18
1.359375,3.3491838315008677290938417611633254,2.906620249129755805595668523555587,18
1.375,3.4634982257400434252817597432505487,2.9670904985544925953556061902232476,18
1.390625,3.5828318332262486262469464659155592,3.0289617742451954232592439010568403,18
1.40625,3.7074658771310981191688450405643116,3.0922509727788048788442055922307438,18
1.421875,3.8376993643759183627961458517703337,3.1569744399226974086307516662889628,18
1.4375,3.9738503280236025449762345623797806,3.2231479322403893434531910320132063,18
1.453125,4.116257163501459821623357909167104,3.2907865792772248823792572852763627,18
1.46875,4.2652800662324964025680473570060451,3.3599048465124727990673823388264863,18
1.484375,4.4213025789009209165542023891100137,3.4305164992686548381203440281680696,18
1.5,4.5847332572844269422213810323827013,3.5026345677720800528330217729645363,19
1.515625,4.7560074643564820799719619284853867,3.5762713135603570594210879967577488,19
1.53125,4.9355893032024980566585806527075522,3.6514381974330029382115584826725382,19
1.546875,5.123973700211020411455993744526278,3.7281458491400772088246898869862742,19
1.5625,5.3216886510022686779116235256521889,3.8064040390009692197027498154879002,19
1.578125,5.5292976426495149554547690948130245,3.8862216516410000335941847070228975,19
1.59375,5.7474022669427486981905685569203599,3.9676066620273252502532051483107737,19
1.609375,5.9766450407485619809426773917194559,4.0505661139777218264478657289334104,19
1.625,6.2177124509459032546557226182651494,4.1351061013062087736921020666527397,19
1.640625,6.4713382429760687853164687753937697,4.2212317517581090658033174693242964,19
1.65625,6.7383069737500020129929955129137755,4.3089472138741509672921465508986966,19
1.671875,7.019457851520942012922242112868357,4.3982556469085969942058519010869097,20
1.6875,7.3156888873714496663542493410827113,4.4891592139102665889534239932028055,20
1.703125,7.6279613851982012543939161327850201,4.5816590780577958813118394891891792,20
1.71875,7.9573047995248127542475160623233569,4.6757554023216883044575656672273715,20
1.734375,8.30482199315345424761448354586608,4.7714473525058080571726962486848184,20
1.75,8.6716949296034246245289395071214134,4.8687331037001286789360750070933606,20
1.765625,9.0591908385048901816231812249828162,4.9676098501549631272755439730222062,20
1.78125,9.4686688956470305845483869484256136,5.0680738185647767427912649991299343,20
1.796875,9.9015874632532304329064546500715989,5.1701202847272399227637723424308136,20
1.8125,10.359511940306338463858161071375949,5.2737435935206422974253858992501574,20
1.828125,10.844123277412666094300033687531389,5.3789371821204000740454292747596917,21
